Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Magnitude Type,Tsunamigenic,Significant,Approximate location,Depth (km),Solution finalised,Last updated date,Last updated time,Source,Mb,ML,Ms,Mwp,Mw,Longitude unc. (+/- km),Latitude unc.  (+/- km),Time unc. (+/- s),Depth unc. (+/- km),Phases used,Total phases,Stations used,Total stations,Gap Angle,RMS Residual,Location algorithm,Nearest station,EVENT ID,ORIGIN ID
2.0,2017-01-29,00:05:23,2017-01-29,11:05:23,-32.214,118.571,ML,-,-,"NW of Hyden, WA.",10.0,FINL,2017-01-31,11:16:24,AUST,-,2.03,-,-,-,-,-,1.43,0,9,9,5,5,253.83,0.9469753018015951519413849182357345606057,locsat:iasp91,KLBR,1264392,1439334
2.7,2017-01-28,04:23:10,2017-01-28,15:23:10,-32.187,118.841,ML,-,-,"N of Hyden, WA.",10.0,FINL,2017-01-30,15:32:17,AUST,-,2.74,2.98,-,-,-,-,1.05,0,13,19,10,10,129.93,2.36503992399816861059778318738396921156,locsat:iasp91,KLBR,1263244,1438966
2.3,2017-01-27,21:40:00,2017-01-28,08:40:00,-31.541,138.576,ML,-,-,"NE of Hawker, SA.",10.0,FINL,2017-01-30,10:03:26,AUST,-,2.27,2.89,-,-,-,-,1.59,0,10,10,5,5,187.17,0.7683393781396343348554121955529179052601,locsat:iasp91,LCRK,1263915,1438818
2.9,2017-01-27,10:18:19,2017-01-27,21:18:19,-32.478,122.28,ML,-,-,"SE of Norseman, WA.",10.0,FINL,2017-01-30,10:12:30,AUST,-,2.91,-,-,-,-,-,1.63,0,12,16,9,9,170.33,2.44833689726311971046743736141218067299,locsat:iasp91,KMBL,1263918,1438826
2.1,2017-01-26,14:44:43,2017-01-27,01:44:43,-33.314,119.131,ML,-,-,"SE of Newdegate, WA.",10.0,FINL,2017-01-30,09:33:15,AUST,-,2.08,-,-,-,-,-,4.72,0,7,7,4,4,267.83,0.7936718465461654511691619838239705787653,locsat:iasp91,NWAO,1263913,1438812
2.6,2017-01-25,20:29:39,2017-01-26,07:29:39,-33.769,138.624,ML,-,-,"Near Clare, SA.",10.0,FINL,2017-01-27,15:53:12,AUST,-,2.56,2.93,-,-,-,-,0.98,0,12,14,9,9,111.73,1.66459184186394473630415910845868941832,locsat:iasp91,WHYH,1262807,1437696
2.7,2017-01-25,17:42:57,2017-01-26,04:42:57,-32.426,122.406,ML,-,-,"SE of Norseman, WA.",10.0,FINL,2017-01-27,15:31:40,aust,-,2.74,2.85,-,-,-,-,1.82,0,10,15,9,9,170.15,3.39243890635238018479575259574278750246,locsat:iasp91,KMBL,1262804,1437686
2.3,2017-01-25,11:07:22,2017-01-25,22:07:22,-31.806,138.389,ML,-,-,"Near Hawker, SA.",10.0,FINL,2017-01-27,13:54:22,AUST,-,2.3,2.83,-,-,-,-,1.33,0,9,10,5,5,150.04,1.15364509273866371350816439755907548615,locsat:iasp91,LCRK,1262801,1437679
2.6,2017-01-24,16:17:00,2017-01-25,03:17:00,-31.691,138.541,ML,-,-,"NE of Hawker, SA.",10.0,FINL,2017-01-25,16:32:42,AUST,-,2.61,2.8,-,-,-,-,0.82,0,15,17,10,10,64.02,1.97173044333561746328492810007935977339,locsat:iasp91,LCRK,1262249,1437119
2.2,2017-01-24,15:24:04,2017-01-25,02:24:04,-30.648,117.468,ML,-,-,"N of Koorda, WA.",10.0,FINL,2017-01-25,16:17:53,AUST,-,2.18,2.9,-,-,-,-,1.03,0,12,12,7,7,131.98,0.8442780446432719279934679275647687459731,locsat:iasp91,BLDU,1262034,1437117
3.2,2017-01-24,05:02:32,2017-01-24,16:02:32,-35.172,123.5,ML,-,-,"Offshore SE of Esperance, WA.",10.0,FINL,2017-01-25,13:42:34,AUST,-,3.21,3.13,-,-,-,-,2.93,0,10,23,9,15,231.82,4.90405128439742155190745514541395953471,locsat:iasp91,KMBL,1261915,1437102
3.1,2017-01-24,04:20:46,2017-01-24,15:20:46,-27.997,143.045,ML,-,-,"SW of Quilpie, QLD.",10.0,FINL,2017-01-25,15:32:35,AUST,-,3.09,2.91,-,-,-,-,1.3,0,8,12,7,8,120.43,1.94336297861893691747676788325928047238,locsat:iasp91,QLP,1262244,1437113
3.2,2017-01-22,15:34:02,2017-01-23,02:34:02,-28.105,142.624,ML,-,-,"SW of Quilpie, QLD.",10.0,FINL,2017-01-24,15:07:18,AUST,-,3.15,3.34,-,-,-,-,0.96,0,13,18,10,12,99.34,2.61031459364149779826294262160637101955,locsat:iasp91,INKA,1261889,1436738
3.3,2017-01-21,13:54:08,2017-01-22,00:54:08,-17.733,119.287,ML,-,-,"Offshore NW of Broome, WA.",10.0,FINL,2017-01-23,13:50:46,AUST,-,3.32,3.23,-,-,-,-,2.05,0,12,29,10,17,205.32,6.36278346973701602245361430170960898275,locsat:iasp91,N/A,1261604,1436415
1.8,2017-01-20,11:44:35,2017-01-20,22:44:35,-31.207,117.228,ML,-,-,"SW of Wyalkatchem, WA.",10.0,FINL,2017-01-23,13:09:48,AUST,-,1.84,-,-,-,-,-,1.37,0,8,8,5,5,156.61,0.8587196137273213581946006175091062379015,locsat:iasp91,BLDU,1261599,1436402
2.2,2017-01-20,11:05:37,2017-01-20,22:05:37,-31.223,117.205,ML,-,-,"SW of Wyalkatchem, WA.",10.0,FINL,2017-01-23,13:19:03,AUST,-,2.23,3.08,-,-,-,-,1.07,0,10,10,7,7,97.08,0.9526238502158131459512716829599716125084,locsat:iasp91,KLBR,1261602,1436405
2.6,2017-01-19,18:46:20,2017-01-20,05:46:20,-36.569,146.804,ML,-,-,"Near Myrtleford, VIC.",10.0,FINL,2017-01-23,11:58:16,AUST,-,2.58,2.61,-,-,-,-,0.25,0,12,14,7,8,123.42,2.23570092875973526468153335007615636714,locsat:iasp91,TOO,1261585,1436386
2.3,2017-01-18,15:00:55,2017-01-19,02:00:55,-36.546,146.808,ML,-,-,"Near Myrtleford, VIC.",10.0,FINL,2017-01-20,11:34:10,AUST,-,2.27,2.93,-,-,-,-,0.91,0,12,12,8,8,119.47,0.5721435571602637561243353549404031495646,locsat:iasp91,TOO,1260425,1435205
3.0,2017-01-17,15:04:20,2017-01-18,02:04:20,-25.583,129.999,ML,-,-,"Petermann Ranges, NT.",10.0,FINL,2017-01-19,13:22:00,AUST,-,3.02,3.06,-,-,-,-,0.39,0,15,18,10,10,63.97,2.76479711934006309849519707202663592728,locsat:iasp91,WRKA,1260154,1434925
3.2,2017-01-16,08:33:54,2017-01-16,19:33:54,-19.81,134.046,ML,-,true,"SW of Tennant Creek, NT. (Reported felt).",10.0,FINL,2017-01-18,14:26:23,AUST,-,3.16,3.27,-,-,-,-,0.66,0,19,33,15,17,69.79,4.65268045584934021293139328939151052765,locsat:iasp91,WB2,1259381,1434621
2.2,2017-01-15,22:31:43,2017-01-16,09:31:43,-30.704,118.382,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-18,12:17:45,AUST,-,2.22,2.73,-,-,-,-,1.41,0,10,10,7,7,100.42,0.5625925701606803125521030584870312740776,locsat:iasp91,KLBR,1259863,1434608
2.1,2017-01-15,20:05:28,2017-01-16,07:05:28,-30.742,118.215,ML,-,-,"SW of Bonnie Rock, WA.",10.0,FINL,2017-01-18,12:25:16,AUST,-,2.14,2.72,-,-,-,-,2.07,0,8,8,5,5,186.8,0.6212952196822376968384105053065128128823,locsat:iasp91,KLBR,1259864,1434610
2.2,2017-01-15,11:55:21,2017-01-15,22:55:21,-30.738,118.236,ML,-,-,"SW of Bonnie Rock, WA.",10.0,FINL,2017-01-18,12:28:28,AUST,-,2.18,2.89,-,-,-,-,1.74,0,9,9,6,6,151.59,0.5343259512902421457890052199897886502499,locsat:iasp91,KLBR,1259865,1434612
3.5,2017-01-15,07:16:51,2017-01-15,18:16:51,-23.67,115.145,ML,-,true,"NE of Carnarvon, WA.",10.0,FINL,2017-01-16,10:37:20,AUST,-,3.51,3.22,-,-,-,-,0.89,0,17,30,13,18,146.86,4.61466751420583568207903378092102840914,locsat:iasp91,GIRL,1259038,1433893
2.7,2017-01-15,03:40:24,2017-01-15,14:40:24,-31.929,141.493,ML,-,true,"Broken Hill, NSW. (Reported felt).",10.0,FINL,2017-01-16,11:22:33,AUST,-,2.66,3.2,-,-,-,-,1.4,0,10,10,5,5,175.64,0.6703098537243802147089081387397390270825,locsat:iasp91,STKA,1259031,1433886
2.3,2017-01-14,23:58:25,2017-01-15,10:58:25,-30.701,118.4,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-18,10:32:20,AUST,-,2.3,2.91,-,-,-,-,1.26,0,10,10,6,6,100.76,0.7330311725977279337601766526258926079096,locsat:iasp91,KLBR,1259860,1434604
2.7,2017-01-14,20:37:51,2017-01-15,07:37:51,-38.125,148.655,ML,-,-,"Offshore SE of Lakes Entrance, VIC.",10.0,FINL,2017-01-18,10:05:01,AUST,-,2.66,-,-,-,-,-,1.71,0,11,13,8,8,170.78,1.76062532597413765066383938786654510907,locsat:iasp91,MILA,1259858,1434598
2.8,2017-01-13,23:36:53,2017-01-14,10:36:53,-31.43,121.784,ML,-,true,"SW of Kambalda, WA. (Reported felt).",10.0,FINL,2017-01-16,10:07:48,AUST,-,2.76,3.17,-,-,-,-,0.82,0,15,20,11,11,145.7,2.06651704565919320171043261896219900139,locsat:iasp91,KMBL,1258521,1433883
3.0,2017-01-13,18:13:36,2017-01-14,05:13:36,-19.757,148.641,ML,-,-,"Offshore NE of Bowen, QLD.",10.0,FINL,2017-01-17,11:09:41,AUST,-,3,2.88,-,-,-,-,1.68,0,13,17,10,12,197.83,1.56276169573196886169955469448850949907,locsat:iasp91,BW1H,1259335,1434394
2.2,2017-01-12,18:39:36,2017-01-13,05:39:36,-30.738,117.39,ML,-,-,"NW of Koorda, WA.",10.0,FINL,2017-01-17,10:23:30,AUST,-,2.19,2.66,-,-,-,-,2.59,0,8,11,6,7,195.38,2.75268980849971212628766088210460048323,locsat:iasp91,BLDU,1259674,1434385
2.4,2017-01-12,17:38:05,2017-01-13,04:38:05,-30.427,117.789,ML,-,-,"Near Beacon, WA.",10.0,FINL,2017-01-17,10:35:22,AUST,-,2.38,2.97,-,-,-,-,0.92,0,13,13,7,7,95,0.8642946434921546875702161411359654273475,locsat:iasp91,BLDU,1259675,1434386
2.3,2017-01-12,07:25:08,2017-01-12,18:25:08,-30.437,117.767,ML,-,-,"Near Beacon, WA.",10.0,FINL,2017-01-17,10:39:19,AUST,-,2.33,2.48,-,-,-,-,1.75,0,9,11,6,6,169.26,1.19714250689639360837225868274680723206,locsat:iasp91,BLDU,1259676,1434389
2.0,2017-01-11,16:07:13,2017-01-12,03:07:13,-30.501,116.979,ML,-,-,"NW of Burakin, WA.",10.0,FINL,2017-01-16,16:55:05,AUST,-,1.99,-,-,-,-,-,0.59,0,9,9,5,5,178.7,0.8934225701698434755571722811410221653417,locsat:iasp91,BLDU,1259336,1434016
1.9,2017-01-10,14:57:08,2017-01-11,01:57:08,-33.907,148.185,ML,-,-,"Grenfell, NSW.",10.0,FINL,2017-01-16,15:33:49,AUST,-,1.94,2.71,-,-,-,-,0.31,0,8,10,4,5,187.92,3.92562572082464326213452202088895703482,locsat:iasp91,CNB,1259333,1433999
3.1,2017-01-10,14:44:35,2017-01-11,01:44:35,-32.285,138.153,ML,-,true,"NE of Quorn, SA. (Reported felt).",10.0,FINL,2017-01-12,10:40:45,AUST,-,3.12,3,-,-,-,-,0.24,0,20,27,15,17,55.98,2.11457477557107955810059959213338894016,locsat:iasp91,WHYH,1257043,1432383
2.2,2017-01-10,04:47:51,2017-01-10,15:47:51,-32.547,150.827,ML,-,-,"SE of Denman, NSW.",10.0,FINL,2017-01-13,16:17:49,AUST,-,2.23,2.36,-,-,-,-,0.9,0,15,16,11,11,150.5,1.41256207828187147606568710071960135968,locsat:iasp91,MGCD,1256824,1432874
2.4,2017-01-09,09:46:59,2017-01-09,20:46:59,-30.661,118.389,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-13,15:42:18,AUST,-,2.4,2.84,-,-,-,-,0.94,0,13,13,9,9,98.86,0.6770695907875576486979146270227871705314,locsat:iasp91,N/A,1258237,1432867
2.6,2017-01-09,05:22:06,2017-01-09,16:22:06,-30.65,118.41,ML,-,true,"SE of Bonnie Rock, WA. (Reported felt).",10.0,FINL,2017-01-10,10:00:08,AUST,-,2.55,2.83,-,-,-,-,1.07,0,12,12,8,8,98.86,0.9600013020824503027565695674313523049733,locsat:iasp91,KLBR,1256439,1431183
2.5,2017-01-09,00:06:00,2017-01-09,11:06:00,-30.673,118.345,ML,-,true,"S of Bonnie Rock, WA. (Reported felt).",10.0,FINL,2017-01-10,09:35:21,AUST,-,2.47,3.51,-,-,-,-,0.91,0,15,16,9,9,92.14,2.06026230126166216758133383669010744272,locsat:iasp91,KLBR,1256323,1431182
2.0,2017-01-08,21:37:25,2017-01-09,08:37:25,-30.874,117.054,ML,-,-,"Manmanning, WA.",10.0,FINL,2017-01-13,13:07:46,AUST,-,1.99,-,-,-,-,-,0.8,0,13,15,9,9,98.76,1.2555952904233646150241992927827663561,locsat:iasp91,BLDU,1256518,1432816
3.2,2017-01-08,19:20:17,2017-01-09,06:20:17,-38.95,143.419,ML,-,-,"Offshore SW of Cape Otway, VIC.",10.0,FINL,2017-01-13,13:28:11,AUST,-,3.17,2.83,-,-,-,-,1.09,0,18,20,13,14,172.16,1.13365402570625576198223386481025118166,locsat:iasp91,GEXS,1258206,1432827
2.2,2017-01-08,18:30:53,2017-01-09,05:30:53,-30.647,118.394,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-13,13:58:39,AUST,-,2.24,2.58,-,-,-,-,1.06,0,12,13,8,8,98.57,1.83323751031631720503830793725891040885,locsat:iasp91,KLBR,1258210,1432835
2.2,2017-01-08,15:49:52,2017-01-09,02:49:52,-32.626,138.451,ML,-,-,"NW of Orroroo, SA.",10.0,FINL,2017-01-13,12:44:46,AUST,-,2.16,3,-,-,-,-,0.89,0,13,15,9,9,80.4,2.50496597448614725357083716243302263058,locsat:iasp91,WHYH,1256221,1432810
1.9,2017-01-08,13:20:22,2017-01-09,00:20:22,-30.697,116.607,ML,-,-,"SW of Ballidu, WA.",10.0,FINL,2017-01-13,13:33:02,AUST,-,1.86,-,-,-,-,-,1.59,0,8,8,5,5,148.29,0.6635060286086329148087001064981022287004,locsat:iasp91,BLDU,1258207,1432829
2.0,2017-01-08,09:33:17,2017-01-08,20:33:17,-30.719,118.36,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-13,13:49:55,AUST,-,2.04,3.6,-,-,-,-,2.06,0,8,8,5,5,189.06,0.52062042314914999884450775555215141376,locsat:iasp91,KLBR,1258209,1432832
2.5,2017-01-08,04:16:43,2017-01-08,15:16:43,-30.687,118.39,ML,-,true,"S of Bonnie Rock, WA. (Reported felt).",10.0,FINL,2017-01-09,11:38:32,AUST,-,2.52,2.84,-,-,-,-,1.07,0,12,16,9,9,92.79,1.34581836162983004532040045261787831706,locsat:iasp91,KLBR,1256107,1430709
2.2,2017-01-08,01:55:46,2017-01-08,12:55:46,-30.688,118.397,ML,-,true,"S of Bonnie Rock, WA. (Reported felt).",10.0,FINL,2017-01-09,11:28:12,AUST,-,2.19,2.7,-,-,-,-,2.28,0,9,11,6,6,200.68,2.00140816335989705177065317797707717,locsat:iasp91,KLBR,1256088,1430707
3.0,2017-01-08,01:16:00,2017-01-08,12:16:00,-30.647,118.423,ML,-,true,"SE of Bonnie Rock, WA. (Reported felt).",10.0,FINL,2017-01-09,11:20:43,AUST,-,3.04,3.17,-,-,-,-,0.68,0,18,21,11,12,92.15,2.17922757176110671652066767459022239483,locsat:iasp91,N/A,1256059,1430663
2.2,2017-01-07,04:56:43,2017-01-07,15:56:43,-30.752,118.198,ML,-,true,"SW of Bonnie Rock, WA. (Reported felt).",10.0,FINL,2017-01-09,10:33:10,AUST,-,2.17,-,-,-,-,-,4.12,0,7,7,4,4,284.36,0.666352116269726314690733913734955435823,locsat:iasp91,KLBR,1255848,1430659
2.6,2017-01-06,21:19:46,2017-01-07,08:19:46,-30.726,118.389,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-12,16:29:52,AUST,-,2.6,3.12,-,-,-,-,1.33,0,9,10,6,7,108.94,1.07094458306674300111546732189881235331,locsat:iasp91,KLBR,1257908,1432498
2.6,2017-01-06,20:59:16,2017-01-07,07:59:16,-30.668,118.408,ML,-,true,"SE of Bonnie Rock, WA. (Reported felt).",10.0,FINL,2017-01-12,15:54:54,AUST,-,2.63,3.01,-,-,-,-,0.45,0,12,12,8,8,99.33,0.8317541704133499564114850266002414081981,locsat:iasp91,KLBR,1255786,1432468
2.7,2017-01-06,20:21:43,2017-01-07,07:21:43,-30.657,118.398,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-13,10:33:52,AUST,-,2.69,3.28,-,-,-,-,1.06,0,12,14,8,8,112.44,3.23044001867945449177082156055345288599,locsat:iasp91,KLBR,1258186,1432784
2.6,2017-01-06,20:13:30,2017-01-07,07:13:30,-30.683,118.336,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-12,15:48:12,AUST,-,2.63,3.17,-,-,-,-,0.39,0,13,16,9,10,92.28,1.86157812755736899799998020713435736986,locsat:iasp91,KLBR,1255773,1432463
2.8,2017-01-06,18:23:57,2017-01-07,05:23:57,-30.646,118.413,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-12,15:43:51,AUST,-,2.8,3.16,-,-,-,-,0.38,0,15,15,10,10,92.05,0.911725799422903976722109604252823557162,locsat:iasp91,KLBR,1255690,1432460
2.7,2017-01-06,16:34:13,2017-01-07,03:34:13,-30.646,118.364,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-12,14:01:14,AUST,-,2.7,3.17,-,-,-,-,0.34,0,13,17,9,9,98.11,9.04509198405411463729328236790823422615,locsat:iasp91,KLBR,1255673,1432437
2.7,2017-01-06,16:23:30,2017-01-07,03:23:30,-30.682,118.385,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-13,10:18:32,AUST,-,2.69,3.17,-,-,-,-,1.13,0,11,11,8,8,111.75,0.6667788920692457771189569339728608636217,locsat:iasp91,KLBR,1258185,1432782
2.9,2017-01-06,14:18:39,2017-01-07,01:18:39,-30.686,118.394,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-13,10:10:55,AUST,-,2.86,3.11,-,-,-,-,1.26,0,10,11,7,7,99.63,1.80042098612316982532442607325903432962,locsat:iasp91,KLBR,1258184,1432780
2.7,2017-01-06,11:51:43,2017-01-06,22:51:43,-30.629,118.386,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-12,13:08:27,AUST,-,2.73,3.29,-,-,-,-,0.32,0,18,23,11,13,91.49,2.78914752443169958992158363177580722257,locsat:iasp91,KLBR,1255560,1432433
2.6,2017-01-06,08:20:08,2017-01-06,19:20:08,-30.669,118.218,ML,-,-,"SW of Bonnie Rock, WA.",10.0,FINL,2017-01-12,16:43:45,AUST,-,2.61,3.08,-,-,-,-,1.41,0,11,15,7,9,98.44,3.20024900072895369487425715583316096082,locsat:iasp91,KLBR,1257909,1432501
2.6,2017-01-06,07:05:32,2017-01-06,18:05:32,-30.719,118.415,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-12,16:49:28,AUST,-,2.61,3.11,-,-,-,-,1.72,0,9,12,5,7,189.41,2.25058975604173583024125746542189294023,locsat:iasp91,KLBR,1257910,1432504
2.9,2017-01-05,21:32:33,2017-01-06,08:32:33,-30.683,118.414,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-11,16:24:22,AUST,-,2.89,2.91,-,-,-,-,1,0,13,13,9,9,99.81,0.9798936363001539880642561505066560294908,locsat:iasp91,KLBR,1257333,1431879
2.8,2017-01-05,18:19:07,2017-01-06,05:19:07,-30.686,118.392,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-11,16:18:37,AUST,-,2.8,2.88,-,-,-,-,0.88,0,14,14,9,9,99.58,0.9925529492892845879668316235629448515599,locsat:iasp91,KLBR,1257329,1431872
2.6,2017-01-05,17:15:14,2017-01-06,04:15:14,-30.717,118.353,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-11,16:12:55,AUST,-,2.61,2.86,-,-,-,-,1.76,0,10,18,7,11,154.18,4.15561402736640646791596157357876223504,locsat:iasp91,KLBR,1257323,1431868
3.1,2017-01-05,16:52:14,2017-01-06,03:52:14,-19.843,133.979,ML,-,-,"SW of Tennant Creek, NT.",10.0,FINL,2017-01-11,15:19:27,AUST,-,3.07,2.94,-,-,-,-,1,0,12,24,10,14,84.9,4.28260751956873426805180089618787326389,locsat:iasp91,WB2,1255279,1431848
2.6,2017-01-05,08:16:03,2017-01-05,19:16:03,-30.675,118.404,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-11,14:53:28,AUST,-,2.64,2.82,-,-,-,-,0.97,0,12,12,7,7,99.45,0.9014950545251667287891372282039442650967,locsat:iasp91,KLBR,1255253,1431840
2.6,2017-01-05,08:10:19,2017-01-05,19:10:19,-30.695,118.384,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-11,16:02:45,AUST,-,2.59,2.77,-,-,-,-,1.28,0,10,10,7,7,99.71,0.764181653797053675380966937818966571794,locsat:iasp91,KLBR,1257320,1431859
2.5,2017-01-05,07:59:12,2017-01-05,18:59:12,-30.701,118.213,ML,-,-,"SW of Bonnie Rock, WA.",10.0,FINL,2017-01-11,15:38:21,AUST,-,2.5,2.61,-,-,-,-,1.56,0,9,11,6,6,97.84,3.5272946367641950283722416282375742198,locsat:iasp91,KLBR,1257316,1431851
2.6,2017-01-05,05:57:11,2017-01-05,16:57:11,-30.701,118.219,ML,-,-,"SW of Bonnie Rock, WA.",10.0,FINL,2017-01-11,15:41:29,AUST,-,2.56,2.69,-,-,-,-,1.28,0,10,10,6,6,97.94,0.8383333465871436990741283698367578643716,locsat:iasp91,KLBR,1257317,1431853
2.4,2017-01-05,05:50:49,2017-01-05,16:50:49,-30.734,118.228,ML,-,-,"SW of Bonnie Rock, WA.",10.0,FINL,2017-01-11,15:47:35,AUST,-,2.42,2.61,-,-,-,-,1.48,0,9,9,6,6,98.34,0.3081062226642695453310099261646488158994,locsat:iasp91,KLBR,1257318,1431855
2.5,2017-01-05,02:42:44,2017-01-05,13:42:44,-30.661,118.349,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-11,15:54:41,AUST,-,2.45,2.73,-,-,-,-,0.9,0,14,15,10,10,91.91,1.23409013717259188971092097232792322287,locsat:iasp91,KLBR,1257319,1431858
2.5,2017-01-04,14:57:20,2017-01-05,01:57:20,-30.697,118.307,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-11,14:41:33,AUST,-,2.52,3.05,-,-,-,-,1.28,0,10,10,7,7,98.6,0.7886063656856949312917493768902075125926,locsat:iasp91,KLBR,1257315,1431838
2.0,2017-01-04,13:25:25,2017-01-05,00:25:25,-32.416,139.025,ML,-,-,"NE of Orroroo, SA.",10.0,FINL,2017-01-11,13:38:18,AUST,-,1.98,-,-,-,-,-,1.28,0,8,8,4,4,108.11,0.9189810253753882594360877335185155148857,locsat:iasp91,HTT,1257260,1431780
2.7,2017-01-04,12:32:25,2017-01-04,23:32:25,-36.357,144.562,ML,-,-,"W of Rochester, VIC.",10.0,FINL,2017-01-11,11:56:06,AUST,-,2.66,2.51,-,-,-,-,0.62,0,19,28,16,17,71.93,2.22417623595151033423464294690121680889,locsat:iasp91,GVL,1254993,1431757
2.3,2017-01-04,09:20:14,2017-01-04,20:20:14,-30.712,118.406,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-11,11:25:25,AUST,-,2.29,2.49,-,-,-,-,1.12,0,11,12,7,8,100.52,0.9362827208345422270726477813058210248357,locsat:iasp91,KLBR,1254887,1431719
2.2,2017-01-04,09:18:10,2017-01-04,20:18:10,-30.677,118.411,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-11,11:18:20,AUST,-,2.23,2.5,-,-,-,-,1.61,0,9,10,6,7,110.4,1.20089150217661212326940429873833545565,locsat:iasp91,KLBR,1254848,1431717
2.3,2017-01-04,09:14:13,2017-01-04,20:14:13,-30.67,118.285,ML,-,-,"SW of Bonnie Rock, WA.",10.0,FINL,2017-01-11,11:08:17,AUST,-,2.27,2.29,-,-,-,-,1.52,0,10,11,7,7,99.49,1.43848465091188613248649291192920174902,locsat:iasp91,KLBR,1254928,1431714
2.2,2017-01-04,06:23:53,2017-01-04,17:23:53,-33.622,118.325,ML,-,-,"SE of Nyabing, WA.",10.0,FINL,2017-01-11,13:27:56,AUST,-,2.2,3.21,-,-,-,-,2.07,0,7,10,5,6,174.07,2.63321503109791624172724320317880110053,locsat:iasp91,NWAO,1257254,1431768
2.4,2017-01-04,06:10:15,2017-01-04,17:10:15,-30.665,118.408,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-11,10:58:14,AUST,-,2.37,3.45,-,-,-,-,0.8,0,16,18,10,10,92.46,1.99544960124557170212659398813494726416,locsat:iasp91,KLBR,1254799,1431695
2.5,2017-01-04,04:08:29,2017-01-04,15:08:29,-30.674,118.41,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-11,14:34:52,AUST,-,2.51,3.13,-,-,-,-,1.11,0,11,11,7,7,99.51,0.8898556062642972414617495639824679866093,locsat:iasp91,KLBR,1257311,1431833
2.3,2017-01-04,02:32:39,2017-01-04,13:32:39,-30.708,118.425,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-11,14:24:47,AUST,-,2.28,2.83,-,-,-,-,1.18,0,10,11,7,7,100.67,1.29693554896988546607310049646429415614,locsat:iasp91,KLBR,1257270,1431831
2.3,2017-01-04,02:24:02,2017-01-04,13:24:02,-30.687,118.315,ML,-,-,"S of Bonnie Rock, WA.",10.0,FINL,2017-01-10,16:32:39,AUST,-,2.25,3,-,-,-,-,1.11,0,12,12,9,9,92.2,0.6994115979402495819991844207894170114518,locsat:iasp91,KLBR,1255148,1431306
1.9,2017-01-04,01:00:09,2017-01-04,12:00:09,-34.574,148.952,ML,-,-,"SE of Boorowa, NSW.",10.0,FINL,2017-01-10,15:32:27,AUST,-,1.91,3.4,-,-,-,-,1.14,0,17,18,10,10,139.94,0.9299393946799854643620988197613868445861,locsat:iasp91,DLN,1254992,1431299
2.4,2017-01-04,00:35:10,2017-01-04,11:35:10,-30.699,118.419,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-10,16:12:31,AUST,-,2.4,4.08,-,-,-,-,1,0,12,13,8,8,100.34,1.97826643223886223911316610452623845155,locsat:iasp91,KLBR,1254627,1431302
2.1,2017-01-03,21:52:30,2017-01-04,08:52:30,-30.643,118.449,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-10,13:18:08,AUST,-,2.13,2.68,-,-,-,-,1.47,0,10,15,7,9,147,2.42534886837612154137156195696824877165,locsat:iasp91,KLBR,1256762,1431222
2.9,2017-01-03,20:57:19,2017-01-04,07:57:19,-30.665,118.382,ML,-,-,"SE of Bonnie Rock, WA.",10.0,FINL,2017-01-04,13:04:53,AUST,-,2.91,3.07,-,-,-,-,0.85,0,14,16,10,12,98.86,1.56185312609732929394237003580472384682,locsat:iasp91,KLBR,1254335,1428862
